Name,Formula,Category,G. cal mol-1,SD. cal mol-1,S. cal mol-1 °K-1,SD. cal mol-1 °K-1,V. cm3 mol-1,SD. cm3 mol-1,a. cal mol-1 °K-1,SD. cal mol-1 °K-1,b·1000. cal mol-1 °K-1,SD·1000. cal mol-1 °K-1,c·10-5. cal mol-1 °K-1,SD·10-5. cal mol-1 °K-1,,,,,,,,,,Tmax. °K,EactH+,lgKH+,nH+,nFe+++,pH+,qH+,EactH2O,lgKH2O,nO2,pH2O,qH2O,EactOH-,lgKOH-,mOH-,pOH-,qOH-,EactPCO2,logKPCO2,nPCO2,pPCO2,qPCO2,Reaction,References to constants,References to uncertainties,References to kinetics,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaBr.aq,Na(1)Br(1)+(0),aq,-85610,,34.1,,3,,6.1257,,7.1789,,2.9214,,-3.0757,,10.1926,,-1.4111,,-0.07,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaCl.aq,Na(1)Cl(1)+(0),aq,-92910,9.56,28,956,3,,5.0364,,4.5189,,3.9669,,-2.9658,,10798,956,-1.3031,,-38,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaF.aq,Na(1)F(1)+(0),aq,-128570,95.6,12,956,3,,2.5336,,-1.5922,,6.3689,,-2.7131,,12.3804,956,-0.7531,,-38,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaHSiO3.aq,Na(1)H(1)Si(1)O(3)+(0),aq,-307890,164,10,1,3,,3.4928,,0.75,,5.4483,,-2.81,,20.2395,,1.9785,,-38,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,SD(logK)=0;,SD(G(SiO2.aq)):,Holland,and,Powell.,2011;,SD(Na+).,SD(H2O.aq).,SD(S(H4SiO4.aq)):,Robie,and,Hemingw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaOH.aq,Na(1)O(1)H(1)+(0),aq,-99900,9.56,10.7,956,3,,2.2338,,-2.3287,,6.6683,,-2.6826,,4.0146,956,-3.6863,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaSO4-,Na(1)S(1)O(4)-(1),aq,-241476,145,25.46,0.0517,4,,6.4638,,8.0045,,2597,,-3.1098,,14.4928,,-4.1182,,1.2422,,-1,,,,,,,,,,,,,,,,,,,,,,,,McCollom,and,Shock.,1997,SD(logK(Tr)),:,Reardon,and,Langmuir.,1976;,SD(Sr)=0;,SD(Na+).,SD(SO4-2):,Robie,and,Hemingway.,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NbO3-,Nb(1)O(3)-(1),aq,-227100,,3.2,,,,5.0915,,4.6485,,3.9273,,-2.9711,,-3.3376,,-11.4066,,1.5829,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNbO3.aq,H(1)Nb(1)O(3)+(0),aq,-236800,,31.1,,,,5711,,6.1642,,3.3252,,-3.0337,,20.2299,,3.3616,,-471,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nd+2,Nd(1)+(2),aq,-100200,,-0.5,,4.5,,86,,-7.5654,,8.7097,,-2.4661,,9.0616,,-5.4382,,1.0649,,2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nd+3,Nd(1)+(3),aq,-160600,,-49.5,,9,,-3.3707,,-14.5452,,8.3211,,-2.1777,,1.6236,,-11.8344,,2255,,3,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nd+4,Nd(1)+(4),aq,-47000,,-98.7,,,,-4.2742,,-18.2128,,12.8958,,-2026,,40.2772,,-2.9327,,3.6707,,4,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NdCO3+,Nd(1)C(1)O(3)+(1),aq,-297300,,-41.2,,4,,-1.1199,,-10.5088,,9.8634,,-2.3445,,-24.1105,,-17.3139,,1.1729,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NdHCO3+2,Nd(1)H(1)C(1)O(3)+(2),aq,-303400,,-10.2,,4.5,,0.1936,,-7.3045,,8.6115,,-2.4769,,29.5859,,1.2224,,1.2126,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NdOH+2,Nd(1)O(1)H(1)+(2),aq,-206200,,-3.3,,4.5,,2.7413,,-1.0874,,6.1755,,-2.7339,,-3.2077,,-9.8381,,1.1072,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NdO+,Nd(1)O(1)+(1),aq,-194000,,12.7,,4,,2.8304,,-0.8716,,6.0955,,-2.7429,,-34.6589,,-18.3731,,0.3587,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NdO2H.aq,Nd(1)O(2)H(1)+(0),aq,-238000,,47.8,,3,,4.9843,,4.3865,,4.0304,,-2.9602,,-71.9974,,-30.1062,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NdO2-,Nd(1)O(2)-(1),aq,-223400,,37.8,,4,,5.0229,,4485,,3.9825,,-2.9643,,-49.9788,,-25.9304,,1.0559,,-1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NdCl+2,Nd(1)Cl(1)+(2),aq,-192400,,-22.7,,4.5,,-0.6746,,-9.4228,,9439,,-2.3894,,8.4972,,-6.7094,,1.4006,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NdCl2+,Nd(1)Cl(2)+(1),aq,-223400,,-5.9,,4,,2.3933,,-1.9354,,6.5057,,-2.6989,,-9179,,-10.4138,,0.6388,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NdCl3.aq,Nd(1)Cl(3)+(0),aq,-254300,,1.6,,3,,5.8726,,6.5582,,3.1706,,-3.05,,-51.4009,,-22.9475,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NdCl4-,Nd(1)Cl(4)-(1),aq,-285100,,-1.1,,4,,10.5672,,18.0205,,-1.3324,,-3.5239,,-97.4278,,-44.3105,,1.6455,,-1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NdH2PO4+2,Nd(1)H(2)P(1)O(4)+(2),aq,-433891,,-26.57,,4.5,,1.1931,,-4.8625,,7.6492,,-2.5779,,33.4289,,1.7743,,1.4574,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NdNO3+2,Nd(1)N(1)O(3)+(2),aq,-188185,,-33.09,,4.5,,0.9124,,-5.5498,,7923,,-2.5495,,24.1306,,-1.7794,,1.5579,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NdF+2,Nd(1)F(1)+(2),aq,-233900,,-14.6,,4.5,,-3.3312,,-15.9098,,11.9894,,-2.1212,,9.7675,,-5.8738,,1.2776,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NdF2+,Nd(1)F(2)+(1),aq,-305600,,-10.4,,4,,-3.1113,,-15.3752,,11.7849,,-2.1433,,-2.7862,,-8.4186,,0.7096,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NdF3.aq,Nd(1)F(3)+(0),aq,-376100,,-20.1,,3,,-2.9023,,-14862,,11.5767,,-2.1645,,-41.3917,,-19.4685,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NdF4-,Nd(1)F(4)-(1),aq,-446100,,-46.8,,4,,-1.5889,,-11.6574,,10.3228,,-2297,,-75.7884,,-39.0236,,2.3433,,-1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NdSO4+,Nd(1)S(1)O(4)+(1),aq,-343500,,-12.3,,4,,1.3167,,-4.5634,,7.5367,,-2.5903,,-25.1244,,-16.2751,,0.7484,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ni+2,Ni(1)+(2),aq,-10900,,-30.8,,6,,-1.6942,,-11.9181,,10.4344,,-2.2863,,13.1905,,-5.4179,,1.5067,,2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiCl+,Ni(1)Cl(1)+(1),aq,-40920,,-17,,4,,1.1319,,-5.0147,,7714,,-2.5716,,18.3863,,-1.3846,,0.8111,,1,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiOH+,Ni(1)O(1)H(1)+(1),aq,-52850,,-18,,,,-0.7075,,-9.5051,,9476,,-2386,,31.9091,,3.2801,,0.8222,,1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiO.aq,Ni(1)O(1)+(0),aq,-39340,,25,,,,-1.4334,,-11.2786,,10.1751,,-2.3126,,11.7507,,-0.9975,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNiO2-,H(1)Ni(1)O(2)-(1),aq,-81980,,-36,,,,-0.8143,,-9.7619,,9.5688,,-2.3753,,54.2564,,6743,,2.1664,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiO2-2,Ni(1)O(2)-(2),aq,-64200,,-38.9,,,,-0.4814,,-8.9493,,9.2495,,-2.4089,,30.9114,,-6.5993,,3.7992,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiF+,Ni(1)F(1)+(1),aq,-79768,,-26.36,,,,-1.4455,,-11308,,10.1875,,-2.3115,,22317,,-0.4857,,957,,1,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O2.aq,O(2)+(0),aq,3954,956,26.04,956,,,5.7889,,6.3536,,3.2528,,-3.0417,,35353,,8.3726,,-0.3943,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1989,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH-,O(1)H(1)-(1),aq,-37595,11.95,-2.56,0.0239,3.5,,1.2527,,0.0738,,1.8423,,-2.7821,,4.15,956,-10346,,1.7246,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(G).,SD(S):,Robie,and,Hemingway.,1995;,SD(c1)<-SD(Cp):,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2O7-4,P(2)O(7)-(4),aq,-458700,553.81,-28,9.56,4,,7.0687,,9.4773,,2.0273,,-3.1707,,-11.7223,,-31.3692,,6.9069,,-4,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(G):,Guillaumont,et,al..,2004;,SD(S):,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PO4-3,P(1)O(4)-(3),aq,-243500,191.37,-53,1559,4,,-0.5258,,-9.0576,,9.2927,,-2.4045,,-15.1599,,-28.4155,,5.6114,,-3,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Guillaumont,et,al..,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2P2O7-2,H(2)P(2)O(7)-(2),aq,-480400,539.09,39,9.56,4,,9.0963,,14.4299,,76,,-3.3754,,40.6359,,0.5505,,2.6218,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(G):,Guillaumont,et,al..,2004;,SD(S):,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2PO2-,H(2)P(1)O(2)-(1),aq,-122400,956,24.1,956,,,5.2026,,4919,,3.8223,,-2.9823,,13.7063,,-4.4604,,1.2637,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Given,uncertainties,are,typical,in,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2PO3-,H(2)P(1)O(3)-(1),aq,-202350,956,31.7,956,,,4.1649,,2.3899,,4.8065,,-2.8777,,19.9762,,-1.9142,,1.1491,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Given,uncertainties,are,typical,in,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2PO4-,H(2)P(1)O(4)-(1),aq,-270140,190.36,21.6,182,4,,6.4875,,8.0594,,2.5823,,-3.1122,,14.0435,,-4.4605,,1.3003,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Cox,et,al..,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3P2O7-,H(3)P(2)O(7)-(1),aq,-483600,529.44,51,9.56,4,,9.1292,,14.5122,,0.0398,,-3.3788,,35.9785,,4.5838,,0.8568,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(G):,Guillaumont,et,al..,2004;,SD(S):,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3PO2.aq,H(3)P(1)O(2)+(0),aq,-125100,956,36.9,956,,,6.5352,,8.1731,,2543,,-3.1168,,12414,,-0.1623,,-0.2188,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Given,uncertainties,are,typical,in,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3PO3.aq,H(3)P(1)O(3)+(0),aq,-204800,956,43.6,956,,,4.2704,,2.6439,,4.7145,,-2.8882,,17.9261,,2.0783,,-0.3203,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Given,uncertainties,are,typical,in,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3PO4.aq,H(3)P(1)O(4)+(0),aq,-273100,191.37,38,312,3,,8.2727,,12.4182,,0.8691,,-3.2924,,17.9708,,1.7727,,-0.22,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1989,Guillaumont,et,al..,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4P2O7.aq,H(4)P(2)O(7)+(0),aq,-485700,400,64,844,,,9.2975,,14.9199,,-113,,-3.3957,,34.8301,,8943,,-0.6292,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Guillaumont,et,al..,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP2O7-3,H(1)P(2)O(7)-(3),aq,-471400,543.65,11,9.56,4,,8.3302,,12.5558,,0.8208,,-3298,,32.1587,,-8.8807,,4647,,-3,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,SD(G):,Guillaumont,et,al..,2004:,SD(S):,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPO3-2,H(1)P(1)O(3)-(2),aq,-194000,956,4,956,,,3.4463,,0.6347,,5.4974,,-2.8051,,11.6523,,-11.2232,,3.1527,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Given,uncertainties,are,typical,in,Wagman,et,al..,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPO4-2,H(1)P(1)O(4)-(2),aq,-260310,190.36,-8,182,,,3.6315,,1.0857,,5.3233,,-2.8239,,2.7357,,-14.9103,,3.3363,,-2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,Cox,et,al..,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb+2,Pb(1)+(2),aq,-5710,,4.2,,4.5,,-0.0051,,-7.7939,,8.8134,,-2.4568,,8.6624,,-5.6216,,1.0788,,2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PbCl+,Pb(1)Cl(1)+(1),aq,-39050,,28,,4,,2.9756,,-513,,5.9446,,-2.7577,,10.2182,,-2.0364,,0.1281,,1,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PbCl2.aq,Pb(1)Cl(2)+(0),aq,-71200,,47,,3,,6.6429,,8.4416,,2.4251,,-3.1279,,6.9886,,-2.6272,,-38,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PbCl3-,Pb(1)Cl(3)-(1),aq,-102150,,59,,4,,11.0547,,19.2141,,-1.8089,,-3.5733,,5.9698,,-5.4586,,0.7356,,-1,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PbCl4-2,Pb(1)Cl(4)-(2),aq,-133177,,66,,4,,16.1777,,31723,,-6.7255,,-4.0904,,5.9335,,-10.2007,,2.2126,,-2,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PbF+,Pb(1)F(1)+(1),aq,-75860,,8.26,,4,,0.4488,,-6.6827,,8.3696,,-2.5027,,15979,,-0.9898,,0.4266,,1,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PbF2.aq,Pb(1)F(2)+(0),aq,-145056,,4.48,,3,,1.0888,,-5.1199,,7.7554,,-2.5673,,16.5543,,0.6976,,-38,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb(HS)2.aq,Pb(1)H(2)S(2)+(0),aq,-20058,,52.56,,,,7.4825,,10.4917,,1.6193,,-3.2127,,28.5025,,4.8505,,-38,,0,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb(HS)3-,Pb(1)H(3)S(3)-(1),aq,-18971,,68.08,,,,12.3397,,22.3518,,-3.0422,,-3703,,39.6902,,6.7025,,598,,-1,,,,,,,,,,,,,,,,,,,,,,,,Sverjensky,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PbOH+,Pb(1)O(1)H(1)+(1),aq,-53950,,-10,,4,,2.4669,,-1.76,,6.4461,,-2.7061,,897,,-7.1085,,0.7003,,1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PbO.aq,Pb(1)O(1)+(0),aq,-39350,,22,,,,2.8906,,-0.7236,,6.0351,,-2749,,-18.7244,,-11.5899,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPbO2-,H(1)Pb(1)O(2)-(1),aq,-81000,,18,,,,4.4403,,3.0599,,4.5482,,-2.9054,,-22.36,,-17.2935,,1.3566,,-1,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pr+2,Pr(1)+(2),aq,-92700,,0.7,,4.5,,0.1064,,-7.5128,,8.6835,,-2.4683,,8.7551,,-5.4789,,1.0444,,2,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pr+3,Pr(1)+(3),aq,-162600,,-50,,9,,-3.2061,,-14.2894,,8.5328,,-2.1882,,3.9607,,-11.2844,,2.3369,,3,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pr+4,Pr(1)+(4),aq,-72700,,-98.5,,,,-4.2742,,-18.2128,,12.8958,,-2026,,40.3357,,-2.9123,,3.6707,,4,,,,,,,,,,,,,,,,,,,,,,,,Shock,et,al..,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrCO3+,Pr(1)C(1)O(3)+(1),aq,-299100,,-41.8,,4,,-1.0523,,-10.3427,,9.7957,,-2.3513,,-22.3638,,-16.7639,,1.1907,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrHCO3+2,Pr(1)H(1)C(1)O(3)+(2),aq,-305500,,-28.3,,4.5,,0.4387,,-6.7049,,8.3735,,-2.5017,,35.6716,,2.4598,,1.4867,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrCl+2,Pr(1)Cl(1)+(2),aq,-194400,,-23.3,,4.5,,-519,,-9.0442,,9293,,-2405,,12.1429,,-5.4719,,1.4099,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrCl2+,Pr(1)Cl(2)+(1),aq,-225400,,-6.6,,4,,2.5689,,-1.5094,,6.3442,,-2.7165,,-2.0764,,-7.9993,,0.6557,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrCl3.aq,Pr(1)Cl(3)+(0),aq,-256300,,0.6,,3,,6.0618,,7.0173,,2.9974,,-3069,,-39.6599,,-18.8665,,-0.03,,0,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrCl4-,Pr(1)Cl(4)-(1),aq,-287100,,-2.4,,4,,10.7857,,18.5526,,-1.5382,,-3.5459,,-79.2757,,-38.0736,,1.6681,,-1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrF+2,Pr(1)F(1)+(2),aq,-235700,,-15,,4.5,,-3.1759,,-15.5305,,11.8402,,-2.1369,,13.4052,,-4.6364,,1286,,2,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrF2+,Pr(1)F(2)+(1),aq,-307300,,-10.7,,4,,-2.9414,,-14.9592,,11.6187,,-2.1605,,4.1602,,-6.0041,,0.7096,,1,,,,,,,,,,,,,,,,,,,,,,,,Haas,et,al..,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
